Spring Mobile - AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comp,1/31/2016,,8/27/2017,,,,NA
Store #,Store Name,Address,City,State,Zip,Market,Region,District,State,Open Date,Market VP,Region Director,District Manager,,Classification,Acquisition Name,Store Tier, Sq Ft , Sq Ft Range ,Closed Date,Status,Attribute,Base?,Comp?,Same?,,,1396,,,,Same,8/28/2016,,,,,,Base
1112,Tarrytown,8A Main Street,Tarrytown,NY,10591,Northeast Market,NYNJ Region,Hudson North,New York,9/1/2015,Kirby Loeck,Joe Kjose,Mohammad Makhlouf,,Acquisition,Get Connected,5,"1,000", 500-1000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1113,Westchester Mall,"125 Westchester Ave, 2nd Level",White Plains,NY,10604,Northeast Market,NYNJ Region,Hudson North,New York,9/1/2015,Kirby Loeck,Joe Kjose,Mohammad Makhlouf,,Acquisition,Get Connected,3,100, 0-500 ,,Open,Acquisition - Get Connected,,x,x,4,,,,,,,,,,,,,
1114,Brewster,1620 Route 22,Brewster,NY,10509,Northeast Market,NYNJ Region,Upstate New York,New York,9/1/2015,Kirby Loeck,Joe Kjose,Jeanie Jones,,Acquisition,Get Connected,4,"2,160", 2000-2500 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1115,Bruckner Blvd,3427 East Tremont Ave,Bronx,NY,10465,,,,New York,9/1/2015,,,,,Acquisition,Get Connected,,,,1/28/2017,FY16 Closure,Acquisition - Get Connected,,,,,,,,,,,,,,,,,
1116,Iselin,"1585 Oak Tree Road, Suite B",Iselin,NJ,8830,,,,New Jersey,9/1/2015,,,,,Acquisition,Get Connected,,,,4/15/2017,Closed,Acquisition - Get Connected,,,,5,,,,,,,,,,,,,
1117,Mount Sinai,"5507 Nesconset Highway, Suite 3",Mount Sinai,NY,11766,Northeast Market,NYNJ Region,Long Island East,New York,9/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Get Connected,4,"1,400", 1000-1500 ,,Open,Acquisition - Get Connected,,x,x,4,,,,,,,,,,,,,
1118,Mamaroneck Ave,56 Mamaroneck Ave,White Plains,NY,10601,Northeast Market,NYNJ Region,Hudson North,New York,9/1/2015,Kirby Loeck,Joe Kjose,Mohammad Makhlouf,,Acquisition,Get Connected,4,"1,000", 500-1000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1119,Farmingdale,320 Main Street,Farmingdale,NY,11735,Northeast Market,NYNJ Region,Long Island Central,New York,9/1/2015,Kirby Loeck,Joe Kjose,Scott Weiss,,Acquisition,Get Connected,5,"1,600", 1500-2000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1120,Lindenhurst,177 S Wellwood Ave,Lindenhurst,NY,11757,Northeast Market,NYNJ Region,Long Island Central,New York,9/1/2015,Kirby Loeck,Joe Kjose,Scott Weiss,,Acquisition,Get Connected,4,"1,000", 500-1000 ,,Open,Acquisition - Get Connected,,x,x,4,,,,,,,,,,,,,
1121,Smithtown,83 Route 111,Smithtown,NY,11787,,,,New York,9/1/2015,,,,,Acquisition,Get Connected,,,,1/28/2017,FY16 Closure,Acquisition - Get Connected,,,,,,,,,,,,,,,,,
1122,Hartsdale,"421 Central Avenue, Ste 8",Hartsdale,NY,10530,Northeast Market,NYNJ Region,Hudson North,New York,9/1/2015,Kirby Loeck,Joe Kjose,Mohammad Makhlouf,,Acquisition,Get Connected,4,"1,928", 1500-2000 ,,Open,Acquisition - Get Connected,,x,x,4,,,,,,,,,,,,,
1123,Carmel,"1912 Route 6, Ste 26",Carmel,NY,10512,Northeast Market,NYNJ Region,Upstate New York,New York,9/1/2015,Kirby Loeck,Joe Kjose,Jeanie Jones,,Acquisition,Get Connected,5,"1,500", 1000-1500 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1124,Selden,652 Middle Country Road,Selden,NY,11784,Northeast Market,NYNJ Region,Long Island East,New York,9/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Get Connected,5,"1,650", 1500-2000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1125,Greenlawn,"110 Broadway, Suite A",Greenlawn,NY,11740,Northeast Market,NYNJ Region,Long Island East,New York,9/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Get Connected,5,"1,000", 500-1000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1126,Hewitt Square,14 Hewitt Square,East Northport,NY,11731,Northeast Market,NYNJ Region,Long Island East,New York,9/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Get Connected,5,"1,000", 500-1000 ,,Open,Acquisition - Get Connected,,x,x,5,,,,,,,,,,,,,
1127,South Hampton,42 Hampton Road,Southampton,NY,11968,Northeast Market,NYNJ Region,Long Island East,New York,9/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Get Connected,3,"1,500", 1000-1500 ,,Open,Acquisition - Get Connected,,x,x,3,,,,,,,,,,,,,
1128,North Merrick,1016 Jerusalem Ave,North Merrick,NY,11566,,,,New York,9/1/2015,,,,,Acquisition,Get Connected,,,,1/28/2017,FY16 Closure,Acquisition - Get Connected,,,,,,,,,,,,,,,,,
1130,Commack,1145 Jericho Turnpike,Commack,NY,11725,,,,New York,9/1/2015,,,,,Acquisition,Get Connected,,,,5/31/2017,Closed,Acquisition - Get Connected,,,,5,,,,,,,,,,,,,
1131,Oceanside,3167 Long Beach Road,Oceanside,NY,11572,Northeast Market,NYNJ Region,Long Island Central,New York,9/1/2015,Kirby Loeck,Joe Kjose,Scott Weiss,,Acquisition,Get Connected,2,"1,265", 1000-1500 ,,Open,Acquisition - Get Connected,,x,x,3,,,,,,,,,,,,,
1132,Cherry Hill Mall,"2000 Route 38, Ste 1400",Cherry Hill,NJ,8002,Northeast Market,Liberty States Region,Philly,New Jersey,2/1/2016,Kirby Loeck,Ryan Flack,Javier Janeiro,,WS,COR Takeover,1,"2,300", 2000-2500 ,,Open,WS - COR Takeover,,,x,1,,,,,,,,,,,,,
1133,College Park,"7300 Baltimore Ave., Suite A",College Park,MD,20740,Northeast Market,Atlantic Region,DC/MD,Maryland,11/9/2015,Kirby Loeck,Joey Halley,Kenny Binder,,WS,GME Flip,3,"3,359", Above 3000 ,,Open,WS - GME Flip,,x,x,4,,,,,,,,,,,,,
1134,DC Columbia,1759 Columbia Rd.,Washington,DC,20008,Northeast Market,Atlantic Region,DC/MD,District of Columbia,12/16/2015,Kirby Loeck,Joey Halley,Kenny Binder,,WS,GME Flip,3,"2,173", 2000-2500 ,,Open,WS - GME Flip,,x,x,3,,,,,,,,,,,,,
1135,Vails Gate,374 Windsor Hwy,New Windsor,NY,12553,Northeast Market,NYNJ Region,Upstate New York,New York,8/12/2015,Kirby Loeck,Joe Kjose,Jeanie Jones,,WS,FY2015,4,"2,503", 2500-3000 ,,Open,WS - FY2015,,x,x,5,,,,,,,,,,,,,
1136,Lycoming Mall,300 Lycoming Mall Circle,Pennsdale,PA,17756,Northeast Market,Liberty States Region,Harly,Pennsylvania,4/2/2015,Kirby Loeck,Ryan Flack,Gary Taylor,,WS,COR Takeover,2,"1,479", 1000-1500 ,,Open,WS - COR Takeover,,x,x,2,,,,,,,,,,,,,
1137,Everett,39 Bedford Square,Everett,PA,15537,Northeast Market,Liberty States Region,Western PA,Pennsylvania,6/1/2015,Kirby Loeck,Ryan Flack,Brian Fitzpatrick,,WS,COR Takeover,1,"1,620", 1500-2000 ,,Open,WS - COR Takeover,,x,x,2,,,,,,,,,,,,,
1138,Franklin PA,464 Allegheny Ave,Franklin,PA,16323,Northeast Market,Liberty States Region,Western PA,Pennsylvania,6/1/2015,Kirby Loeck,Ryan Flack,Brian Fitzpatrick,,WS,COR Takeover,2,"2,000", 1500-2000 ,,Open,WS - COR Takeover,,x,x,2,,,,,,,,,,,,,
1139,Willingboro,"4402 Rt 130 N, Ste B",Willingboro,NJ,8406,Northeast Market,Liberty States Region,Philly,New Jersey,5/25/2016,Kirby Loeck,Ryan Flack,Javier Janeiro,,WS,FY2016,4,"2,140", 2000-2500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
1140,West Babylon,704 Montauk Highway,West Babylon,NY,11704,Northeast Market,NYNJ Region,Long Island Central,New York,7/1/2015,Kirby Loeck,Joe Kjose,Scott Weiss,,Acquisition,Hot Spot Wireless,5,"1,456", 1000-1500 ,,Open,Acquisition - Hot Spot Wireless,,x,x,5,,,,,,,,,,,,,
1141,Greenvale,27 Glen Cove Road,Greenvale,NY,11548,Northeast Market,NYNJ Region,Long Island Central,New York,7/1/2015,Kirby Loeck,Joe Kjose,Scott Weiss,,Acquisition,Hot Spot Wireless,5,800, 500-1000 ,,Open,Acquisition - Hot Spot Wireless,,x,x,5,,,,,,,,,,,,,
1142,Kearny,866 Kearny Ave,Kearny,NJ,7032,,,,New Jersey,7/1/2015,,,,,Acquisition,Hot Spot Wireless,,,,4/27/2017,Closed,Acquisition - Hot Spot Wireless,,,,5,,,,,,,,,,,,,
1143,South Richmond Hill,122-07 Liberty Ave,South Richmond Hill,NY,11419,,,,New York,7/1/2015,,,,,Acquisition,Hot Spot Wireless,,,,4/15/2017,Closed,Acquisition - Hot Spot Wireless,,,,5,,,,,,,,,,,,,
1144,Westbury,469 Old Country Road,Westbury,NY,11590,,,,New York,7/1/2015,,,,,Acquisition,Hot Spot Wireless,,,,5/31/2017,Closed,Acquisition - Hot Spot Wireless,,,,5,,,,,,,,,,,,,
1145,Patchogue,715 Route 112,Patchogue,NY,11772,Northeast Market,NYNJ Region,Long Island East,New York,7/1/2015,Kirby Loeck,Joe Kjose,Shai Azoulay,,Acquisition,Hot Spot Wireless,5,"1,300", 1000-1500 ,,Open,Acquisition - Hot Spot Wireless,,x,x,5,,,,,,,,,,,,,
1146,Glen Cove,205 Forest Ave,Glen Cove,NY,11542,,,,New York,7/1/2015,,,,,Acquisition,Hot Spot Wireless,,,,1/28/2017,FY16 Closure,Acquisition - Hot Spot Wireless,,,,,,,,,,,,,,,,,
1147,30th & 3rd,432 Third Ave,New York,NY,10016,,,,New York,7/1/2015,,,,,Acquisition,Hot Spot Wireless,,,,4/15/2017,Closed,Acquisition - Hot Spot Wireless,,,,5,,,,,,,,,,,,,
1148,Queens Liberty,117-02 Liberty Ave,Queens,NY,11419,,,,New York,7/30/2015,,,,,WS,FY2015,,,,1/28/2017,FY16 Closure,WS - FY2015,,,,,,,,,,,,,,,,,
1150,Cambridge,692 Massachusetts Ave,Cambridge,MA,2238,Northeast Market,New England Region,Boston,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,Acquisition,Applied Communications,4,"1,267", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1151,Fitchburg,10 John Fitch Highway,Fitchburg,MA,1420,Northeast Market,New England Region,North Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Ryan Broeckel,,Acquisition,Applied Communications,2,"1,200", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,2,,,,,,,,,,,,,
1154,Tatnuck Square,1132 Pleasant Street,Worcester,MA,1602,,,,Massachusetts,8/1/2015,,,,,Acquisition,Applied Communications,,,,4/14/2017,Closed,Acquisition - Applied Communications,,,,,,,,,,,,,,,,,
1155,Twin City Plaza,"865 Merriam Ave, Ste 115",Leominster,MA,1453,Northeast Market,New England Region,North Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Ryan Broeckel,,Acquisition,Applied Communications,3,"2,692", 2500-3000 ,,Open,Acquisition - Applied Communications,,x,x,3,,,,,,,,,,,,,
1156,Westborough,1 Oak St,Westborough,MA,1581,Northeast Market,New England Region,Central Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Sam Ahsan,,Acquisition,Applied Communications,4,"1,151", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1157,Westwood,335 Providence Highway,Westwood,MA,2090,Northeast Market,New England Region,Boston South,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Applied Communications,4,"2,114", 2000-2500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1158,Sack Blvd,19 Sack Blvd,Leominster,MA,1453,Northeast Market,New England Region,North Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Ryan Broeckel,,Acquisition,Applied Communications,1,"2,400", 2000-2500 ,,Open,Acquisition - Applied Communications,,x,x,1,,,,,,,,,,,,,
1159,Auburn Mall,"385 Southbridge Street, Unit S104A",Auburn,MA,1501,Northeast Market,New England Region,Central Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Sam Ahsan,,Acquisition,Applied Communications,2,"1,000", 500-1000 ,,Open,Acquisition - Applied Communications,,x,x,2,,,,,,,,,,,,,
1160,Whitney Mall,"100 Commercial Road, Ste T",Leominster,MA,1453,Northeast Market,New England Region,North Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Ryan Broeckel,,Acquisition,Applied Communications,3,"1,500", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,3,,,,,,,,,,,,,
1161,Quincy,70 Quincy Avenue,Quincy,MA,2169,Northeast Market,New England Region,Boston South,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Applied Communications,3,"1,200", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,3,,,,,,,,,,,,,
1162,North Easton,"3 Roche Brothers Way, Ste C",North Easton,MA,2356,Northeast Market,New England Region,Boston South,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Applied Communications,4,"2,100", 2000-2500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1163,Foxborough,30B Commercial St.,Foxborough,MA,2035,Northeast Market,New England Region,Boston South,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Applied Communications,5,"1,100", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,5,,,,,,,,,,,,,
1164,Raynham,"600 South Street West, Suite 9",Raynham,MA,2767,Northeast Market,New England Region,Boston South,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Applied Communications,1,"1,125", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,1,,,,,,,,,,,,,
1165,South Main,"251 South Main Street, Ste C",Middleton,MA,1949,Northeast Market,New England Region,Boston,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,Acquisition,Applied Communications,5,"2,000", 1500-2000 ,,Open,Acquisition - Applied Communications,,x,x,5,,,,,,,,,,,,,
1166,Marlborough,197B Boston Post Rd West,Marlborough,MA,1752,Northeast Market,New England Region,Central Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Sam Ahsan,,Acquisition,Applied Communications,4,"1,500", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1167,Fresh Pond,353 Fresh Pond Parkway,Cambridge,MA,2138,Northeast Market,New England Region,Boston,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,Acquisition,Applied Communications,2,"1,294", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,2,,,,,,,,,,,,,
1168,Boston Turnpike,160 Boston Turnpike,Shrewsbury,MA,1545,Northeast Market,New England Region,Central Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Sam Ahsan,,Acquisition,Applied Communications,3,"1,900", 1500-2000 ,,Open,Acquisition - Applied Communications,,x,x,3,,,,,,,,,,,,,
1169,Grove Street,421 Grove Street,Worcester,MA,1605,Northeast Market,New England Region,Central Mass,Massachusetts,8/1/2015,Kirby Loeck,Josh Mailloux,Sam Ahsan,,Acquisition,Applied Communications,3,"1,400", 1000-1500 ,,Open,Acquisition - Applied Communications,,x,x,4,,,,,,,,,,,,,
1170,Tolland,152 Merrow Rd.,Tolland,CT,6084,Northeast Market,New England Region,Connecticut East,Connecticut,11/7/2015,Kirby Loeck,Josh Mailloux,Brett Fowler,,WS,Radio Shack Flip,5,"2,768", 2500-3000 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1172,Manchester,388 Middle Turnpike West,Manchester,CT,6040,Northeast Market,New England Region,Connecticut East,Connecticut,6/24/2015,Kirby Loeck,Josh Mailloux,Brett Fowler,,WS,Radio Shack Flip,4,"2,950", 2500-3000 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1173,Cheshire Plaza,953 S Main St,Cheshire,CT,6410,Northeast Market,New England Region,Connecticut Central,Connecticut,6/6/2015,Kirby Loeck,Josh Mailloux,Arthur DeSisto,,Acquisition,Product Center,5,"2,044", 2000-2500 ,,Open,Acquisition - Product Center,,x,x,5,,,,,,,,,,,,,
1174,Whalley Commons,1455 Whalley Ave,New Haven,CT,6515,Northeast Market,New England Region,Connecticut West,Connecticut,6/3/2015,Kirby Loeck,Josh Mailloux,Kevin Elmes,,WS,Radio Shack Flip,4,"2,000", 1500-2000 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1175,Norwalk Belden,30 Belden Ave,Norwalk,CT,6850,Northeast Market,New England Region,Connecticut West,Connecticut,6/3/2015,Kirby Loeck,Josh Mailloux,Kevin Elmes,,WS,Radio Shack Flip,5,"2,500", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1176,Berkshire Shop,67 Newtown Rd,Danbury,CT,6810,Northeast Market,New England Region,Connecticut West,Connecticut,7/22/2015,Kirby Loeck,Josh Mailloux,Kevin Elmes,,WS,Radio Shack Flip,4,"2,000", 1500-2000 ,,Open,WS - Radio Shack Flip,,x,x,4,,,,,,,,,,,,,
1178,Jenkins Row,1391 Pennsylvania Ave. SE,Washington,DC,20003,Northeast Market,Atlantic Region,DC/MD,District of Columbia,12/16/2015,Kirby Loeck,Joey Halley,Kenny Binder,,WS,GME Flip,4,"1,512", 1500-2000 ,,Open,WS - GME Flip,,x,x,4,,,,,,,,,,,,,
1179,Shadyside,6124 Centre Ave,Pittsburg,PA,15206,Northeast Market,Liberty States Region,Western PA,Pennsylvania,11/21/2016,Kirby Loeck,Ryan Flack,Brian Fitzpatrick,,WS,FY2016,3,"2,455", 2000-2500 ,,Open,WS - FY2016,,,,4,,,,,,,,,,,,,
1180,DC Brentwood,1060 Brentwood Rd NE,Washington,DC,20018,,,,District of Columbia,9/16/2015,,,,,WS,Radio Shack Flip,,,,1/28/2017,FY16 Closure,WS - Radio Shack Flip,,,,,,,,,,,,,,,,,
1188,Peabody,240 Andover Street,Peabody,MA,1960,Northeast Market,New England Region,Boston,Massachusetts,6/24/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,WS,Radio Shack Flip,4,"2,450", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,4,,,,,,,,,,,,,
1189,Gloucester,701 Gloucester Crossing Space #G-1,Gloucster,MA,1930,Northeast Market,New England Region,Boston,Massachusetts,9/10/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,WS,GME Flip,2,"2,400", 2000-2500 ,,Open,WS - GME Flip,,x,x,2,,,,,,,,,,,,,
1191,Harvard,32 John F Kennedy Street,Cambridge,MA,2138,Northeast Market,New England Region,Boston,Massachusetts,8/28/2015,Kirby Loeck,Josh Mailloux,Wendy Musselwhite,,WS,Radio Shack Flip,2,"1,900", 1500-2000 ,,Open,WS - Radio Shack Flip,,x,x,2,,,,,,,,,,,,,
1193,Tysons Corner,8365 C Leesburg Pike,Vienna,VA,22182,Northeast Market,Atlantic Region,Arlington,Virginia,10/1/2015,Kirby Loeck,Joey Halley,Derek Remo,,WS,COR Takeover,1,"3,435", Above 3000 ,,Open,WS - COR Takeover,,x,x,1,,,,,,,,,,,,,
1195,Rockville,1600 Rockville Pike,Rockville,MD,20852,Northeast Market,Atlantic Region,DC/MD,Maryland,10/7/2015,Kirby Loeck,Joey Halley,Kenny Binder,,WS,Radio Shack Flip,4,"5,000", Above 3000 ,1/31/2018,Open,WS - Radio Shack Flip,,x,x,4,,,,,,,,,,,,,
1196,Reisterstown,11718 Reisterstown Rd,Reistertown,MD,21136,Northeast Market,Atlantic Region,DC/MD,Maryland,7/31/2015,Kirby Loeck,Joey Halley,Kenny Binder,,WS,Radio Shack Flip,4,"2,130", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1197,Fashion Square VA,1553 Rio Road E,Charlottesville,VA,22901,Northeast Market,Atlantic Region,Richmond,Virginia,8/26/2015,Kirby Loeck,Joey Halley,Brett Kimball,,WS,Radio Shack Flip,5,"2,490", 2000-2500 ,,Open,WS - Radio Shack Flip,,x,x,5,,,,,,,,,,,,,
1198,Petersburg,3600 S Crater Rd Suite A,Petersburg,VA,23805,,,,,8/26/2015,,,,,WS,Radio Shack Flip,,,,6/30/2017,Closed,WS - Radio Shack Flip,,,,5,,,,,,,,,,,,,
1200,Carlsbad La Costa,7625 Via Campanile Suite 128,Carlsbad,CA,92009,West Market,Southwest Region,San Diego North,California,12/31/2014,Jon Betts,Joshua Poll,Jimmy Bledsoe,,WS,FY2014,5,"1,182", 1000-1500 ,,Open,WS - FY2014,,x,x,5,,,,,,,,,,,,,
1202,Chula Vista Palomar,620 Palomar Street,Chula Vista,CA,91911,West Market,Southwest Region,San Diego South,California,12/10/2014,Jon Betts,Joshua Poll,Gregory Cortez,,WS,FY2014,3,"2,500", 2000-2500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
1203,Tuskatella,1302 N Tustin Ave,Orange,CA,92867,West Market,Greater Los Angeles Region,OC North,California,11/5/2014,Jon Betts,Scott Rodgerson,John Reinhold,,WS,FY2014,P,"3,300", Above 3000 ,,Open,WS - FY2014,,x,x,1,,,,,,,,,,,,,
1204,Culver City,6000 Sepulveda Blvd Ste. 2470,Culver City,CA,90230,West Market,Greater Los Angeles Region,Hollywood,California,11/25/2014,Jon Betts,Scott Rodgerson,Marcus Rainford,,WS,FY2014,1,"1,685", 1500-2000 ,,Open,WS - FY2014,,x,x,1,,,,,,,,,,,,,
1205,Topanga,6600 Topanga Canyon Blvd. #2108,Canoga Park,CA,91303,West Market,Greater Los Angeles Region,The Valley,California,11/26/2014,Jon Betts,Scott Rodgerson,Austin Parker,,WS,FY2014,2,"1,607", 1500-2000 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
1206,Palos Verdes,405 Silver Spur Road,Rolling Hills Estates,CA,90274,West Market,Greater Los Angeles Region,South Bay,California,10/15/2014,Jon Betts,Scott Rodgerson,Cameron Seymore,,WS,FY2014,3,"1,490", 1000-1500 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
1207,Sunset Strip,"8000 Sunset Strip, Suite B140",Los Angeles,CA,90029,West Market,Greater Los Angeles Region,Hollywood,California,1/20/2016,Jon Betts,Scott Rodgerson,Marcus Rainford,,WS,FY2015,2,"1,665", 1500-2000 ,,Open,WS - FY2015,,x,x,2,,,,,,,,,,,,,
1208,Gardena Redondo,2229 Redondo Beach Blvd,Gardena,CA,90247,West Market,Greater Los Angeles Region,South Bay,California,10/1/2014,Jon Betts,Scott Rodgerson,Cameron Seymore,,WS,FY2014,2,"1,480", 1000-1500 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
1209,Glendale Galleria,2190 Glendale Galleria,Glendale,CA,91210,West Market,Greater Los Angeles Region,LA North,California,1/22/2015,Jon Betts,Scott Rodgerson,Wilfredo Arias,,WS,FY2014,1,"1,386", 1000-1500 ,,Open,WS - FY2014,,x,x,2,,,,,,,,,,,,,
1210,Galleria at Tyler,1180 Galleria at Tyler,Riverside,CA,92503,West Market,Southern California Region,IE East,California,12/19/2014,Jon Betts,Greg Miller,Giuliana Mainardi,,WS,FY2014,2,"1,612", 1500-2000 ,,Open,WS - FY2014,,x,x,3,,,,,,,,,,,,,
1212,Walnut,515 N. Grande Ave Suite A,Walnut,CA,91789,West Market,Southern California Region,IE West,California,10/7/2015,Jon Betts,Greg Miller,Marc Henderson,,WS,FY2015,3,"2,380", 2000-2500 ,,Open,WS - FY2015,,x,x,3,,,,,,,,,,,,,
1213,Tarzana,18640 Ventura Blvd,Tarzana,CA,91356,West Market,Greater Los Angeles Region,The Valley,California,4/29/2015,Jon Betts,Scott Rodgerson,Austin Parker,,WS,FY2015,3,"2,600", 2500-3000 ,,Open,WS - FY2015,,x,x,3,,,,,,,,,,,,,
1214,South Gate,"5840 Firestone Blvd, Ste 108",South Gate,CA,90280,West Market,Greater Los Angeles Region,LA East,California,5/11/2016,Jon Betts,Scott Rodgerson,Chris Espinoza,,WS,FY2016,4,"1,400", 1000-1500 ,,Open,WS - FY2016,,,x,4,,,,,,,,,,,,,
1215,Meadowood Mall,"5000 Meadowood Mall Circle, Ste K102",Reno,NV,89502,West Market,OR/CA Region,Reno-Tahoe,Nevada,1/1/2016,Jon Betts,Ritchie Herkenhoff,Tyler Moss,,WS,COR Takeover,2, Kiosk , 0-500 ,,Open,WS - COR Takeover,,x,x,3,,,,,,,,,,,,,
1216,Northridge,,,,,West Market,,,California,9/27/2017,Jon Betts,,,,WS,FY2017,4,,,,Pre-Open,WS - FY2017,,,,,,,,,,,,,,,,,
1218,Covina,984 East Badillo St. Suite C,Covina,CA,91724,West Market,Southern California Region,IE West,California,8/5/2015,Jon Betts,Greg Miller,Marc Henderson,,WS,GME Flip,4,"1,210", 1000-1500 ,,Open,WS - GME Flip,,x,x,4,,,,,,,,,,,,,
1219,Santa Ana 17th,1268 E. 17th St. Suite B,Santa Ana,CA,92701,West Market,Greater Los Angeles Region,OC North,California,9/23/2015,Jon Betts,Scott Rodgerson,John Reinhold,,WS,GME Flip,3,"2,500", 2000-2500 ,,Open,WS - GME Flip,,x,x,3,,,,,,,,,,,,,
1220,Huntington Talbert,8162 Talbert Ave Ste. 101,Huntington Beach,CA,92646,,,,California,8/26/2015,,,,,WS,GME Flip,,,,1/28/2017,FY16 Closure,WS - GME Flip,,,,,,,,,,,,,,,,,
1223,Torrance Carson,"1790 W, Carson St. Suite A",Torrance,CA,90501,West Market,Greater Los Angeles Region,South Bay,California,9/10/2015,Jon Betts,Scott Rodgerson,Cameron Seymore,,WS,Radio Shack Flip,4,"2,800", 2500-3000 ,,Open,WS - Radio Shack Flip,,x,x,4,,,,,,,,,,,,,
1224,Bristol Warner,2130 S Bristol St. Ste. A,Santa Ana,CA,92704,,,,California,7/22/2015,,,,,WS,Radio Shack Flip,,,,4/27/2017,Closed,WS - Radio Shack Flip,,,,4,,,,,,,,,,,,,
