Store Number,Location,Market,Region,District,BAEWorkdayID,BSISWorkdayID
757,757 Amarillo,South Market,Texas Region,Texas Central,460215,601044
761,761 Hereford,South Market,Texas Region,Texas Central,460215,601044
768,768 South Plains Mall,South Market,Texas Region,Texas Central,460215,601044
769,769 Midland,South Market,Texas Region,Texas Central,460215,601044
771,771 Music City Mall,South Market,Texas Region,Texas Central,460215,601044
794,794 Clovis NM,South Market,Texas Region,Texas Central,460215,601044
798,798 Midland Park,South Market,Texas Region,Texas Central,460215,601044
750,750 Yarbrough,South Market,Texas Region,Texas West,541424,601044
751,751 Redd Rd,South Market,Texas Region,Texas West,541424,601044
753,753 Montana Ave,South Market,Texas Region,Texas West,541424,601044
754,754 Zaragoza,South Market,Texas Region,Texas West,541424,601044
755,755 Las Cruces,South Market,Texas Region,Texas West,541424,601044
758,758 Horizon City,South Market,Texas Region,Texas West,541424,601044
759,759 Dyer,South Market,Texas Region,Texas West,541424,601044
760,760 Mesa Street,South Market,Texas Region,Texas West,541424,601044
779,779 Sunland Park,South Market,Texas Region,Texas West,541424,601044
781,781 Montwood,South Market,Texas Region,Texas West,541424,601044
1231,1231 Oakland Ridge,West Market,Central California Region,Bay Area Central,668702,509345
1237,1237 Lakeshore Plaza,West Market,Central California Region,Bay Area Central,668702,509345
1238,1238 San Bruno,West Market,Central California Region,Bay Area Central,668702,509345
1239,1239 Geary Blvd,West Market,Central California Region,Bay Area Central,668702,509345
1243,1243 Alameda Landing,West Market,Central California Region,Bay Area Central,668702,509345
1519,1519 Alameda,West Market,Central California Region,Bay Area Central,668702,509345
1521,1521 Burlingame,West Market,Central California Region,Bay Area Central,668702,509345
1522,1522 Castro Valley,West Market,Central California Region,Bay Area Central,668702,509345
1527,1527 Hayward,West Market,Central California Region,Bay Area Central,668702,509345
1535,1535 Pleasanton,West Market,Central California Region,Bay Area Central,668702,509345
1536,1536 Potrero,West Market,Central California Region,Bay Area Central,668702,509345
1584,1584 Fruitvale,West Market,Central California Region,Bay Area Central,668702,509345
1233,1233 Benicia,West Market,Central California Region,Bay Area North,668702,509345
1523,1523 Ygnacio Valley Road,West Market,Central California Region,Bay Area North,668702,509345
1524,1524 Danville Square,West Market,Central California Region,Bay Area North,668702,509345
1525,1525 Fairfield,West Market,Central California Region,Bay Area North,668702,509345
1531,1531 Napa,West Market,Central California Region,Bay Area North,668702,509345
1533,1533 Century Blvd,West Market,Central California Region,Bay Area North,668702,509345
1534,1534 Walnut Creek,West Market,Central California Region,Bay Area North,668702,509345
1576,1576 Martinez,West Market,Central California Region,Bay Area North,668702,509345
1580,1580 Railroad Ave,West Market,Central California Region,Bay Area North,668702,509345
1234,1234 Patterson,West Market,Central California Region,Central Valley Central,668520,509345
1501,1501 Cedar Ave,West Market,Central California Region,Central Valley Central,668520,509345
1502,1502 Clovis,West Market,Central California Region,Central Valley Central,668520,509345
1505,1505 Fig Garden,West Market,Central California Region,Central Valley Central,668520,509345
1506,1506 Herndon Ave,West Market,Central California Region,Central Valley Central,668520,509345
1507,1507 Los Banos,West Market,Central California Region,Central Valley Central,668520,509345
1508,1508 Blackstone Ave,West Market,Central California Region,Central Valley Central,668520,509345
1509,1509 Merced,West Market,Central California Region,Central Valley Central,668520,509345
1513,1513 River Park,West Market,Central California Region,Central Valley Central,668520,509345
1518,1518 Turlock,West Market,Central California Region,Central Valley Central,668520,509345
1500,1500 Briggsmore,West Market,Central California Region,Central Valley North,541723,509345
1510,1510 Modesto Oakdale,West Market,Central California Region,Central Valley North,541723,509345
1552,1552 Galt,West Market,Central California Region,Central Valley North,541723,509345
1555,1555 Jackson,West Market,Central California Region,Central Valley North,541723,509345
1559,1559 Oakdale,West Market,Central California Region,Central Valley North,541723,509345
1563,1563 Stockton West,West Market,Central California Region,Central Valley North,541723,509345
1564,1564 Stockton Trinity,West Market,Central California Region,Central Valley North,541723,509345
1579,1579 Riverbank,West Market,Central California Region,Central Valley North,541723,509345
1503,1503 Cypress Ave,West Market,Central California Region,Central Valley South,541713,509345
1504,1504 Dinuba,West Market,Central California Region,Central Valley South,541713,509345
1511,1511 Oakhurst,West Market,Central California Region,Central Valley South,541713,509345
1512,1512 Reedley,West Market,Central California Region,Central Valley South,541713,509345
1514,1514 Sanger,West Market,Central California Region,Central Valley South,541713,509345
1515,1515 Selma,West Market,Central California Region,Central Valley South,541713,509345
1516,1516 Shaw Ave,West Market,Central California Region,Central Valley South,541713,509345
1517,1517 Sunnyside,West Market,Central California Region,Central Valley South,541713,509345
1577,1577 Visalia,West Market,Central California Region,Central Valley South,541713,509345
1526,1526 Fremont,West Market,Central California Region,Silicon Valley North,545486,509345
1537,1537 Redwood City,West Market,Central California Region,Silicon Valley North,545486,509345
1538,1538 San Carlos,West Market,Central California Region,Silicon Valley North,545486,509345
1542,1542 Santa Clara,West Market,Central California Region,Silicon Valley North,545486,509345
1544,1544 Sunnyvale,West Market,Central California Region,Silicon Valley North,545486,509345
1595,1595 Palo Alto,West Market,Central California Region,Silicon Valley North,545486,509345
1596,1596 Fremont Mowry,West Market,Central California Region,Silicon Valley North,545486,509345
1528,1528 Hollister,West Market,Central California Region,Silicon Valley South,545486,509345
1529,1529 Los Gatos,West Market,Central California Region,Silicon Valley South,545486,509345
1530,1530 Morgan Hill,West Market,Central California Region,Silicon Valley South,545486,509345
1539,1539 San Jose Capitol,West Market,Central California Region,Silicon Valley South,545486,509345
1540,1540 San Jose Cottle Road,West Market,Central California Region,Silicon Valley South,545486,509345
1541,1541 Sand City,West Market,Central California Region,Silicon Valley South,545486,509345
1543,1543 Santa Cruz,West Market,Central California Region,Silicon Valley South,545486,509345
1591,1591 San Jose Brokaw,West Market,Central California Region,Silicon Valley South,545486,509345
1204,1204 Culver City,West Market,Greater Los Angeles Region,Hollywood,,
1207,1207 Sunset Strip,West Market,Greater Los Angeles Region,Hollywood,,
1229,1229 Slauson,West Market,Greater Los Angeles Region,Hollywood,,
1244,1244 Santa Monica,West Market,Greater Los Angeles Region,Hollywood,,
2243,2243 LA Midtown,West Market,Greater Los Angeles Region,Hollywood,,
269,269 Wilshire Downtown,West Market,Greater Los Angeles Region,Hollywood,,
281,281 LAX,West Market,Greater Los Angeles Region,Hollywood,,
284,284 Inglewood Century,West Market,Greater Los Angeles Region,Hollywood,,
295,295 Miracle Mile,West Market,Greater Los Angeles Region,Hollywood,,
1214,1214 South Gate,West Market,Greater Los Angeles Region,LA East,,
1226,1226 Lincoln Heights,West Market,Greater Los Angeles Region,LA East,,
1242,1242 Stonewood Mall,West Market,Greater Los Angeles Region,LA East,,
1246,1246 Montebello Town Center,West Market,Greater Los Angeles Region,LA East,,
1252,1252 Azalea,West Market,Greater Los Angeles Region,LA East,,
2239,2239 El Monte,West Market,Greater Los Angeles Region,LA East,,
2245,2245 Lynwood,West Market,Greater Los Angeles Region,LA East,,
245,245 Whittier,West Market,Greater Los Angeles Region,LA East,,
283,283 Huntington Park,West Market,Greater Los Angeles Region,LA East,,
299,299 Santa Anita Mall,West Market,Greater Los Angeles Region,LA East,,
1209,1209 Glendale Galleria,West Market,Greater Los Angeles Region,LA North,501925,509345
1228,1228 Sun Valley,West Market,Greater Los Angeles Region,LA North,501925,509345
2240,2240 Granada Hills,West Market,Greater Los Angeles Region,LA North,501925,509345
2248,2248 Mission Hills,West Market,Greater Los Angeles Region,LA North,501925,509345
2253,2253 North Hollywood,West Market,Greater Los Angeles Region,LA North,501925,509345
226,226 South Pasadena,West Market,Greater Los Angeles Region,LA North,501925,509345
227,227 Los Feliz,West Market,Greater Los Angeles Region,LA North,501925,509345
231,231 Arleta,West Market,Greater Los Angeles Region,LA North,501925,509345
232,232 Pacoima,West Market,Greater Los Angeles Region,LA North,501925,509345
274,274 Van Nuys,West Market,Greater Los Angeles Region,LA North,501925,509345
294,294 San Fernando,West Market,Greater Los Angeles Region,LA North,501925,509345
1203,1203 Tuskatella,West Market,Greater Los Angeles Region,OC North,541444,509345
1219,1219 Santa Ana 17th,West Market,Greater Los Angeles Region,OC North,541444,509345
1245,1245 Fullerton,West Market,Greater Los Angeles Region,OC North,541444,509345
1588,1588 Pacific City,West Market,Greater Los Angeles Region,OC North,541444,509345
2237,2237 Costa Mesa,West Market,Greater Los Angeles Region,OC North,541444,509345
246,246 Orange,West Market,Greater Los Angeles Region,OC North,541444,509345
275,275 Huntington Beach,West Market,Greater Los Angeles Region,OC North,541444,509345
278,278 Irvine Spectrum,West Market,Greater Los Angeles Region,OC North,541444,509345
296,296 Garden Grove,West Market,Greater Los Angeles Region,OC North,541444,509345
1206,1206 Palos Verdes,West Market,Greater Los Angeles Region,South Bay,,
1208,1208 Gardena Redondo,West Market,Greater Los Angeles Region,South Bay,,
1223,1223 Torrance Carson,West Market,Greater Los Angeles Region,South Bay,,
1227,1227 Long Beach Pine,West Market,Greater Los Angeles Region,South Bay,,
1253,1253 Hermosa Beach,West Market,Greater Los Angeles Region,South Bay,,
2238,2238 Cypress,West Market,Greater Los Angeles Region,South Bay,,
233,233 Gardena,West Market,Greater Los Angeles Region,South Bay,,
236,236 Long Beach Spring,West Market,Greater Los Angeles Region,South Bay,,
237,237 Torrance,West Market,Greater Los Angeles Region,South Bay,,
239,239 Long Beach Atlantic,West Market,Greater Los Angeles Region,South Bay,,
240,240 Signal Hill,West Market,Greater Los Angeles Region,South Bay,,
1205,1205 Topanga Mall,West Market,Greater Los Angeles Region,The Valley,,
1213,1213 Tarzana,West Market,Greater Los Angeles Region,The Valley,,
1236,1236 Oxnard,West Market,Greater Los Angeles Region,The Valley,,
1241,1241 West Hills,West Market,Greater Los Angeles Region,The Valley,,
2251,2251 Newbury Park,West Market,Greater Los Angeles Region,The Valley,,
228,228 Ventura,West Market,Greater Los Angeles Region,The Valley,,
229,229 Port Hueneme,West Market,Greater Los Angeles Region,The Valley,,
230,230 Westlake,West Market,Greater Los Angeles Region,The Valley,,
234,234 Sherman Oaks,West Market,Greater Los Angeles Region,The Valley,,
297,297 Calabasas,West Market,Greater Los Angeles Region,The Valley,,
1586,1586 South Lake Union,West Market,Northwest Region,SeaTac,515312,509345
2033,2033 The Commons,West Market,Northwest Region,SeaTac,515312,509345
2042,2042 Renton,West Market,Northwest Region,SeaTac,515312,509345
2462,2462 Ballard,West Market,Northwest Region,SeaTac,515312,509345
2476,2476 West Seattle,West Market,Northwest Region,SeaTac,515312,509345
2466,2466 Edmonds,West Market,Northwest Region,SeaTac,515312,509345
2050,2050 The Outlet Collection Mall,West Market,Northwest Region,SeaTac,515312,509345
2055,2055 Auburn WA,West Market,Northwest Region,SeaTac,515312,509345
1573,1573 Union Gap,West Market,Northwest Region,Tri-Cities,541710,509345
2013,2013 Hermiston,West Market,Northwest Region,Tri-Cities,541710,509345
2032,2032 Ellensburg,West Market,Northwest Region,Tri-Cities,541710,509345
2035,2035 Columbia Center Kiosk,West Market,Northwest Region,Tri-Cities,541710,509345
2036,2036 Kennewick,West Market,Northwest Region,Tri-Cities,541710,509345
2040,2040 Pasco,West Market,Northwest Region,Tri-Cities,541710,509345
2043,2043 Richland,West Market,Northwest Region,Tri-Cities,541710,509345
2049,2049 Lincoln Ave,West Market,Northwest Region,Tri-Cities,541710,509345
2052,2052 Walla Walla,West Market,Northwest Region,Tri-Cities,541710,509345
2053,2053 Yakima,West Market,Northwest Region,Tri-Cities,541710,509345
2058,2058 Yakima Nob Hill,West Market,Northwest Region,Tri-Cities,541710,509345
2477,2477 Yakima 72nd,West Market,Northwest Region,Tri-Cities,541710,509345
2038,2038 Moses Lake,West Market,Northwest Region,WA East,541710,509345
2039,2039 Omak,West Market,Northwest Region,WA East,541710,509345
2047,2047 Spokane,West Market,Northwest Region,WA East,541710,509345
2048,2048 Spokane Valley,West Market,Northwest Region,WA East,541710,509345
2286,2286 Coeur D'Alene,West Market,Northwest Region,WA East,541710,509345
2465,2465 Colville,West Market,Northwest Region,WA East,541710,509345
2492,2492 Lewiston,West Market,Northwest Region,WA East,541710,509345
2493,2493 Ponderay,West Market,Northwest Region,WA East,541710,509345
2494,2494 Post Falls,West Market,Northwest Region,WA East,541710,509345
2037,2037 Lake Stevens,West Market,Northwest Region,WA North,665446,509345
2028,2028 Arlington WA,West Market,Northwest Region,WA North,665446,509345
2030,2030 Bothell,West Market,Northwest Region,WA North,665446,509345
2059,2059 Marysville,West Market,Northwest Region,WA North,665446,509345
2463,2463 Bellevue 24th St,West Market,Northwest Region,WA North,665446,509345
2469,2469 Kirkland,West Market,Northwest Region,WA North,665446,509345
2471,2471 Monroe WA,West Market,Northwest Region,WA North,665446,509345
2472,2472 Oak Harbor,West Market,Northwest Region,WA North,665446,509345
2474,2474 Sammamish,West Market,Northwest Region,WA North,665446,509345
2633,2633 Bellevue Factoria,West Market,Northwest Region,WA North,665446,509345
1572,1572 University Place,West Market,Northwest Region,WA South,665446,509345
1582,1582 Port Orchard,West Market,Northwest Region,WA South,665446,509345
2031,2031 Centralia,West Market,Northwest Region,WA South,665446,509345
2467,2467 Hawks Prairie,West Market,Northwest Region,WA South,665446,509345
2470,2470 Lakewood Place,West Market,Northwest Region,WA South,665446,509345
2473,2473 Olympia,West Market,Northwest Region,WA South,665446,509345
2475,2475 Sequim,West Market,Northwest Region,WA South,665446,509345
2041,2041 Fredrickson,West Market,Northwest Region,WA/AK,515312,509345
2046,2046 South Hill Mall,West Market,Northwest Region,WA/AK,515312,509345
2464,2464 Bonney Lake,West Market,Northwest Region,WA/AK,515312,509345
2200,2200 Homer,West Market,Northwest Region,WA/AK,515312,509345
2201,2201 Kenai,West Market,Northwest Region,WA/AK,515312,509345
2202,2202 Kodiak,West Market,Northwest Region,WA/AK,515312,509345
2203,2203 North Pole,West Market,Northwest Region,WA/AK,515312,509345
2204,2204 Palmer,West Market,Northwest Region,WA/AK,515312,509345
2205,2205 Sitka,West Market,Northwest Region,WA/AK,515312,509345
2468,2468 Kent Kangley,West Market,Northwest Region,WA/AK,515312,509345
1568,1568 Hillsboro,West Market,OR/CA Region,Oregon Central,539365,509345
1571,1571 Heritage Mall,West Market,OR/CA Region,Oregon Central,539365,509345
2000,2000 Albany 14th Ave,West Market,OR/CA Region,Oregon Central,539365,509345
2005,2005 Cedar Hills,West Market,OR/CA Region,Oregon Central,539365,509345
2008,2008 Corvallis,West Market,OR/CA Region,Oregon Central,539365,509345
2010,2010 Florence,West Market,OR/CA Region,Oregon Central,539365,509345
2016,2016 Keizer Station,West Market,OR/CA Region,Oregon Central,539365,509345
2020,2020 Newport,West Market,OR/CA Region,Oregon Central,539365,509345
2021,2021 North Bend,West Market,OR/CA Region,Oregon Central,539365,509345
2024,2024 Progress Ridge,West Market,OR/CA Region,Oregon Central,539365,509345
2025,2025 Redmond OR,West Market,OR/CA Region,Oregon Central,539365,509345
2027,2027 West Salem,West Market,OR/CA Region,Oregon Central,539365,509345
2054,2054 Lincoln City,West Market,OR/CA Region,Oregon Central,539365,509345
2057,2057 Newberg,West Market,OR/CA Region,Oregon Central,539365,509345
1569,1569 Santa Clara Square,West Market,OR/CA Region,Oregon South,541291,509345
2001,2001 Ashland,West Market,OR/CA Region,Oregon South,541291,509345
2003,2003 Brookings,West Market,OR/CA Region,Oregon South,541291,509345
2006,2006 Central Point,West Market,OR/CA Region,Oregon South,541291,509345
2007,2007 Coburg Road,West Market,OR/CA Region,Oregon South,541291,509345
2009,2009 Eugene Willamette,West Market,OR/CA Region,Oregon South,541291,509345
2011,2011 Grants Pass,West Market,OR/CA Region,Oregon South,541291,509345
2017,2017 Klamath Falls,West Market,OR/CA Region,Oregon South,541291,509345
2026,2026 Valley River Center,West Market,OR/CA Region,Oregon South,541291,509345
1570,1570 Vancouver,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2002,2002 Barbur,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2004,2004 Cascade Station,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2012,2012 Gresham,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2014,2014 Hood River,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2019,2019 Milwaukie OR,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2023,2023 Oregon City,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2029,2029 Battle Ground,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2034,2034 Hazel Dell,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2044,2044 Salmon Creek,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2045,2045 Camas,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2056,2056 Canby Square,West Market,OR/CA Region,Portland/Vancouver,543925,509345
2060,2060 Johnson Creek,West Market,OR/CA Region,Portland/Vancouver,543925,509345
1215,1215 Meadowood Mall,West Market,OR/CA Region,Reno-Tahoe,545040,543932
260,260 Susanville,West Market,OR/CA Region,Reno-Tahoe,545040,543932
261,261 North Valleys,West Market,OR/CA Region,Reno-Tahoe,545040,543932
262,262 Northwest Reno,West Market,OR/CA Region,Reno-Tahoe,545040,543932
264,264 Topsy Lane,West Market,OR/CA Region,Reno-Tahoe,545040,543932
265,265 Gardnerville,West Market,OR/CA Region,Reno-Tahoe,545040,543932
271,271 South Lake Tahoe,West Market,OR/CA Region,Reno-Tahoe,545040,543932
1230,1230 Sacramento Marconi,West Market,OR/CA Region,Sacramento Central,545487,509345
1546,1546 Alhambra,West Market,OR/CA Region,Sacramento Central,545487,509345
1547,1547 Howe Ave,West Market,OR/CA Region,Sacramento Central,545487,509345
1549,1549 Calvine,West Market,OR/CA Region,Sacramento Central,545487,509345
1550,1550 Elk Grove,West Market,OR/CA Region,Sacramento Central,545487,509345
1557,1557 Madison,West Market,OR/CA Region,Sacramento Central,545487,509345
1558,1558 Meadowview,West Market,OR/CA Region,Sacramento Central,545487,509345
1560,1560 Natomas Blvd,West Market,OR/CA Region,Sacramento Central,545487,509345
1565,1565 Carmichael,West Market,OR/CA Region,Sacramento Central,545487,509345
1548,1548 Auburn,West Market,OR/CA Region,Sacramento North,668810,509345
1551,1551 Galleria,West Market,OR/CA Region,Sacramento North,668810,509345
1553,1553 Grass Valley,West Market,OR/CA Region,Sacramento North,668810,509345
1554,1554 Iron Point,West Market,OR/CA Region,Sacramento North,668810,509345
1556,1556 Ferrari Ranch Road,West Market,OR/CA Region,Sacramento North,668810,509345
1561,1561 Rancho Cordova,West Market,OR/CA Region,Sacramento North,668810,509345
1562,1562 Stanford Ranch Road,West Market,OR/CA Region,Sacramento North,668810,509345
1575,1575 El Dorado Hills,West Market,OR/CA Region,Sacramento North,668810,509345
2229,2229 Arroyo Grande,West Market,Southern California Region,Central Coast,541712,509345
2230,2230 Atascadero,West Market,Southern California Region,Central Coast,541712,509345
2244,2244 Lompoc,West Market,Southern California Region,Central Coast,541712,509345
2256,2256 Paso Robles,West Market,Southern California Region,Central Coast,541712,509345
2262,2262 Tehachapi,West Market,Southern California Region,Central Coast,541712,509345
2483,2483 Nipomo,West Market,Southern California Region,Central Coast,541712,509345
1247,1247 Lancaster East,West Market,Southern California Region,High Desert,544307,509345
2232,2232 Barstow,West Market,Southern California Region,High Desert,544307,509345
2233,2233 Bishop,West Market,Southern California Region,High Desert,544307,509345
2241,2241 Hesperia,West Market,Southern California Region,High Desert,544307,509345
2242,2242 Apple Valley CA,West Market,Southern California Region,High Desert,544307,509345
2246,2246 Mammoth Lakes,West Market,Southern California Region,High Desert,544307,509345
2254,2254 Palmdale East,West Market,Southern California Region,High Desert,544307,509345
2255,2255 Palmdale Rancho Vista,West Market,Southern California Region,High Desert,544307,509345
2258,2258 Ridgecrest,West Market,Southern California Region,High Desert,544307,509345
2630,2630 Victorville,West Market,Southern California Region,High Desert,544307,509345
1210,1210 Galleria at Tyler,West Market,Southern California Region,IE East,601220,509345
2228,2228 Moreno Beach,West Market,Southern California Region,IE East,601220,509345
2234,2234 San Bernardino,West Market,Southern California Region,IE East,601220,509345
2250,2250 Moreno Valley,West Market,Southern California Region,IE East,601220,509345
2263,2263 Yucaipa,West Market,Southern California Region,IE East,601220,509345
2199,2199 Yucca Valley East,West Market,Southern California Region,IE East,601220,509345
242,242 Riverside,West Market,Southern California Region,IE East,601220,509345
2484,2484 Palm Desert,West Market,Southern California Region,IE East,601220,509345
249,249 Temecula,West Market,Southern California Region,IE East,601220,509345
250,250 Menifee,West Market,Southern California Region,IE East,601220,509345
279,279 Highland Crossings,West Market,Southern California Region,IE East,601220,509345
1212,1212 Walnut,West Market,Southern California Region,IE West,510935,509345
1218,1218 Covina,West Market,Southern California Region,IE West,510935,509345
1225,1225 Chino Crossroads,West Market,Southern California Region,IE West,510935,509345
1251,1251 La Verne,West Market,Southern California Region,IE West,510935,509345
2235,2235 Corona,West Market,Southern California Region,IE West,510935,509345
2247,2247 Mira Loma,West Market,Southern California Region,IE West,510935,509345
2252,2252 Norco,West Market,Southern California Region,IE West,510935,509345
2259,2259 Riverside Limonite,West Market,Southern California Region,IE West,510935,509345
273,273 Montclair Center,West Market,Southern California Region,IE West,510935,509345
1590,1590 Alicia Pkwy,West Market,Southern California Region,OC South,541444,509345
1592,1592 Mission Viejo Mall,West Market,Southern California Region,OC South,541444,509345
2236,2236 Corona Del Mar,West Market,Southern California Region,OC South,541444,509345
2249,2249 Foothill Ranch,West Market,Southern California Region,OC South,541444,509345
2257,2257 Rancho Santa Margarita,West Market,Southern California Region,OC South,541444,509345
2261,2261 San Clemente Pico,West Market,Southern California Region,OC South,541444,509345
244,244 San Juan,West Market,Southern California Region,OC South,541444,509345
2226,2226 Kingman,West Market,Southwest Region,AZ Rural,,
2227,2227 Lake Havasu,West Market,Southwest Region,AZ Rural,,
709,709 Yuma,West Market,Southwest Region,AZ Rural,,
710,710 Prescott,West Market,Southwest Region,AZ Rural,,
721,721 Flagstaff,West Market,Southwest Region,AZ Rural,,
729,729 Woodlands Village,West Market,Southwest Region,AZ Rural,,
111,111 Shadow Creek,West Market,Southwest Region,Las Vegas,545803,543932
2357,2357 Pahrump,West Market,Southwest Region,Las Vegas,545803,543932
2358,2358 Henderson Eastern,West Market,Southwest Region,Las Vegas,545803,543932
253,253 Nellis Blvd,West Market,Southwest Region,Las Vegas,545803,543932
254,254 Boulevard Mall,West Market,Southwest Region,Las Vegas,545803,543932
266,266 Henderson,West Market,Southwest Region,Las Vegas,545803,543932
267,267 LV Town Square,West Market,Southwest Region,Las Vegas,545803,543932
268,268 Boulder Crossroads,West Market,Southwest Region,Las Vegas,545803,543932
700,700 Tatum Point,West Market,Southwest Region,Phoenix East,547830,543932
701,701 Dana Park,West Market,Southwest Region,Phoenix East,547830,543932
703,703 Sonora Village,West Market,Southwest Region,Phoenix East,547830,543932
708,708 Chandler,West Market,Southwest Region,Phoenix East,547830,543932
717,717 Shea,West Market,Southwest Region,Phoenix East,547830,543932
719,719 Mesa Power,West Market,Southwest Region,Phoenix East,547830,543932
724,724 Arcadia,West Market,Southwest Region,Phoenix East,547830,543932
727,727 Mesa Dobson,West Market,Southwest Region,Phoenix East,547830,543932
733,733 Queen Creek,West Market,Southwest Region,Phoenix East,547830,543932
704,704 Arrowhead Mall,West Market,Southwest Region,Phoenix West,543188,543932
711,711 Camelback,West Market,Southwest Region,Phoenix West,543188,543932
713,713 Bell,West Market,Southwest Region,Phoenix West,543188,543932
714,714 Peoria,West Market,Southwest Region,Phoenix West,543188,543932
718,718 99th Ave,West Market,Southwest Region,Phoenix West,543188,543932
723,723 Village at Arrowhead,West Market,Southwest Region,Phoenix West,543188,543932
726,726 Desert Ridge,West Market,Southwest Region,Phoenix West,543188,543932
728,728 Goodyear,West Market,Southwest Region,Phoenix West,543188,543932
1200,1200 Carlsbad La Costa,West Market,Southwest Region,San Diego North,,
270,270 4S Ranch,West Market,Southwest Region,San Diego North,,
276,276 Carlsbad Palomar,West Market,Southwest Region,San Diego North,,
277,277 Solana Beach,West Market,Southwest Region,San Diego North,,
286,286 Grossmont,West Market,Southwest Region,San Diego North,,
288,288 Escondido,West Market,Southwest Region,San Diego North,,
291,291 San Marcos,West Market,Southwest Region,San Diego North,,
293,293 Brawley,West Market,Southwest Region,San Diego North,,
1202,1202 Chula Vista Palomar,West Market,Southwest Region,San Diego South,437669,543932
1585,1585 Otay Ranch,West Market,Southwest Region,San Diego South,437669,543932
272,272 Chula Vista Tierra,West Market,Southwest Region,San Diego South,437669,543932
287,287 Hillcrest,West Market,Southwest Region,San Diego South,437669,543932
290,290 La Jolla,West Market,Southwest Region,San Diego South,437669,543932
292,292 Kearny Mesa,West Market,Southwest Region,San Diego South,437669,543932
298,298 Pacific Beach,West Market,Southwest Region,San Diego South,437669,543932
702,702 Park Place,West Market,Southwest Region,TucQuerque,541711,543932
706,706 Tucson Mall,West Market,Southwest Region,TucQuerque,541711,543932
712,712 El Con,West Market,Southwest Region,TucQuerque,541711,543932
715,715 Foothills Tucson,West Market,Southwest Region,TucQuerque,541711,543932
716,716 San Mateo,West Market,Southwest Region,TucQuerque,541711,543932
720,720 Cortaro,West Market,Southwest Region,TucQuerque,541711,543932
722,722 Tucson Marketplace,West Market,Southwest Region,TucQuerque,541711,543932
731,731 Sierra Vista AZ,West Market,Southwest Region,TucQuerque,541711,543932
732,732 Swan Road,West Market,Southwest Region,TucQuerque,541711,543932
743,743 Animas Valley Mall,West Market,Southwest Region,TucQuerque,541711,543932
747,747 Carlisle,West Market,Southwest Region,TucQuerque,541711,543932
748,748 Coronado Mall,West Market,Southwest Region,TucQuerque,541711,543932
797,797 Sierra Vista,West Market,Southwest Region,TucQuerque,541711,543932
